catalog_id,country,country_code,jurisdiction,office,search_url,status_lookup_url,filing_url,gazette_url,api_url,api_docs_url,bulk_download_url,access_type,authentication,rate_limit,supports_nice_classes,supports_image_search,update_frequency,status,last_verified,notes
TMK-0180,,,national,Argentina INPI Trademark Search,https://portaltramites.inpi.gob.ar/MarcasConsultas/BusquedaParametros,,,,,,,search,,,,,,active,,Official Argentine National Institute of Industrial Property search for trademark applications and registrations.
TMK-0181,,,national,Chile INAPI Trademark Search,https://ion.inapi.cl/Marca/BuscarMarca.aspx,,,,,,,search,,,,,,active,,Official Chilean National Institute of Industrial Property search for trademark records and status.
TMK-0182,,,national,Colombia SIC SIPI,https://sipi.sic.gov.co/sipi/Extra/Default.aspx?sid=638,,,,,,,search,,,,,,active,,Official Colombian Superintendence of Industry and Commerce industrial property search and filing platform.
TMK-0183,,,national,Peru INDECOPI Trademark Search,https://servicio.indecopi.gob.pe/portalSAE,,,,,,,search,,,,,,active,,"Official Peruvian INDECOPI portal for searching trademark files, signs, owners, and administrative records."
TMK-0184,,DE,national,DPMAregister Trademarks,https://register.dpma.de/DPMAregister/marke/einsteiger,,,,,,,search,,,,,,active,,Official German Patent and Trade Mark Office register for German trademarks and related legal-status information.
TMK-0185,,FR,national,France DATA INPI Trademarks,https://data.inpi.fr/marques,,,,,,,search,,,,,,active,,"Official French INPI search platform for French, EU, and international trademark information relevant to France."
TMK-0188,,IT,national,Italy UIBM Trademark Database,https://www.uibm.gov.it/bancadati,,,,,,,search,,,,,,active,,"Official Italian Patent and Trademark Office database for trademark applications, registrations, owners, and status."
TMK-0189,,PT,national,Portugal INPI Trademark Search,https://servicosonline.inpi.justica.gov.pt/pesquisas/main/marcas.jsp,,,,,,,search,,,,,,active,,Official Portuguese Institute of Industrial Property search for national trademark applications and registrations.
TMK-0190,,IE,national,Ireland IPOI Trade Mark Search,https://eregister.ipoi.gov.ie/query/TMQuery.aspx,,,,,,,search,,,,,,active,,Official Intellectual Property Office of Ireland eRegister search for Irish trade marks and application status.
TMK-0191,,CH,national,Swissreg Trademark Database,https://www.swissreg.ch/srclient/faces/jsp/start.jsp,,,,,,,search,,,,,,active,,Official Swiss Federal Institute of Intellectual Property database for Swiss trademarks and protected signs.
TMK-0192,,TR,national,TÜRKPATENT Trademark Research,https://www.turkpatent.gov.tr/arastirma-yap?form=trademark,,,,,,,search,,,,,,active,,Official Turkish Patent and Trademark Office research portal for trademark applications and registrations.
TMK-0193,,RU,national,FIPS Open Trademark Registers,https://new.fips.ru/registers-web,,,,,,,search,,,,,,active,,Official Russian Federal Institute of Industrial Property open registers for trademarks and service marks.
TMK-0194,,UA,national,Ukraine Special Information System,https://sis.nipo.gov.ua/en/search/simple,,,,,,,search,,,,,,active,,Official Ukrainian IP Office search system for trademarks and other intellectual property records.
TMK-0195,,IL,national,Israel Trademark Database,https://trademarks.justice.gov.il/TradeMarksWebSiteUI/TrademarksSearch/TrademarksSearch.aspx,,,,,,,search,,,,,,active,,"Official Israel Patent Office search for trademark applications, registrations, owners, and legal status."
TMK-0196,,SA,national,Saudi Authority for Intellectual Property Search,https://ipsearch.saip.gov.sa,,,,,,,search,,,,,,active,,Official Saudi Authority for Intellectual Property search platform for trademarks and other IP rights.
TMK-0197,,AE,national,UAE Trademark Inquiry,https://services.economy.ae/m/Pages/CategoryServices.aspx?CategoryID=3,,,,,,,search,,,,,,active,,"Official UAE Ministry of Economy services for trademark inquiry, registration, renewal, and related records."
TMK-0198,,ARIPO,regional,ARIPO Marks Search,https://eservice.aripo.org/pdl/pah/advancedSearchScreen.do,,,,,,,search,,,,,,active,,Official African Regional Intellectual Property Organization search covering Banjul Protocol trademark records.
TMK-0199,,OAPI,regional,OAPI Trademark Database,,,,,https://e-services.oapi.int,,,rest_api,,,,,,active,,Official African Intellectual Property Organization e-services portal for regional trademark searches and filings.
TMK-0200,,ZA,national,South Africa CIPC IP Online,https://iponline.cipc.co.za,,,,,,,search,,,,,,active,,Official Companies and Intellectual Property Commission portal for South African trademark searches and IP services.
TMK-0201,,EU,regional,EUIPO eSearch Plus,https://euipo.europa.eu/ohimportal/en/search-availability,,,,,,,search,,,,,,active,,Official EU trademark search.
TMK-0207,,,national,Italian UIBM,https://uibm.mimit.gov.it,,,,,,,search,,,,,,active,,Italy trademark office.
TMK-0209,,,national,Irish IPOI,https://www.ipoi.gov.ie,,,,,,,search,,,,,,active,,Ireland trademark office.
TMK-0216,,,national,Slovak IPO,https://www.indprop.gov.sk/en,,,,,,,search,,,,,,active,,Slovakia trademark office.
TMK-0220,,SI,national,Slovenian IPO,https://www.uil-sipo.si/en,,,,,,,search,,,,,,active,,Slovenia trademark office.
TMK-0223,,BX,regional,Belgium BOIP,https://www.boip.int/en,,,,,,,search,,,,,,active,,Benelux IP office.
TMK-0228,,IL,national,Israel Trademark Department,https://www.gov.il/en/departments/topics/trademarks,,,,,,,search,,,,,,active,,Israel trademark services.
TMK-0231,,SG,national,IPOS Digital Hub Basic Search,https://digitalhub.ipos.gov.sg/FAMN/eservice/IP4SG/MN_BasicSearch,,,,,,,search,,,,,,active,,"Official Singapore intellectual-property search by number, owner, representative, or mark description."
TMK-0232,,SG,national,IPOS Trade Mark Similar Mark Search,https://digitalhub.ipos.gov.sg/FAMN/eservice/IP4SG/MN_TmSimilarMarkSearch,,,,,,,search,,,,,,active,,Official Singapore search for visually and textually similar trade marks.
TMK-0233,,SG,national,IPOS Trade Mark Goods and Services Search,https://digitalhub.ipos.gov.sg/FAMN/eservice/IP4SG/MN_TmIcgsSearch,,,,,,,search,,,,,,active,,Official Singapore goods and services classification search.
TMK-0234,,SG,national,IPOS Trade Marks Journal Search,,,,https://digitalhub.ipos.gov.sg/FAMN/eservice/IP4SG/MN_JournalSearch,,,,gazette,,,,,,active,,Search Singapore trade mark journal publications.
TMK-0235,,SG,national,IPOS Trade Marks Journals,,,,https://digitalhub.ipos.gov.sg/FAMN/eservice/IP4SG/MN_Journals?journalType=Trade+Marks,,,,gazette,,,,,,active,,Official Singapore trade mark journal archive.
TMK-0236,,PH,national,IPOPHL Trademark Search,https://onlineservices.ipophil.gov.ph,,,,,,,search,,,,,,active,,Official Philippines searchable trademark database.
TMK-0237,,PH,national,IPOPHL Trademark Online Tools,https://www.ipophil.gov.ph/trademark/trademark-online-tools,,,,,,,portal,,,,,,active,,Official Philippines collection of trademark search and monitoring tools.
TMK-0238,,PH,national,IPOPHL Trademark Services,https://www.ipophil.gov.ph/trademark,,,,,,,portal,,,,,,active,,Official Philippines trademark registration and lifecycle information.
TMK-0240,,TH,national,Thailand Trademark Search,https://search.ipthailand.go.th,,,,,,,search,,,,,,active,,Official Thailand trademark search system.
TMK-0242,,ID,national,Indonesia Trademark Services,https://www.dgip.go.id/menu-utama/merek/pengenalan,,,,,,,portal,,,,,,active,,Official Indonesian trademark information and services.
TMK-0243,,ID,national,Indonesia New Trademark Registration Procedure,https://www.dgip.go.id/menu-utama/merek/syarat-prosedur,,,,,,,portal,,,,,,active,,Official Indonesian requirements and procedure for new trademark applications.
TMK-0244,,VN,national,Intellectual Property Office of Viet Nam Trademarks,https://www.ipvietnam.gov.vn/en_US/web/english/trademarks,,,,,,,search,,,,,,active,,Official Viet Nam trademark information portal.
TMK-0245,,VN,national,IP Viet Nam Trademark Examination Procedure,https://www.ipvietnam.gov.vn/web/english/trademark-examination-procedure,,,,,,,portal,,,,,,active,,Official Viet Nam trademark examination procedures.
TMK-0246,,VN,national,IP Viet Nam Trademark Search Request,https://www.ipvietnam.gov.vn/web/english/statistic/-/asset_publisher/lkBHulAdnfEF/content/request-for-trademark-search,,,,,,,search,,,,,,active,,Official Viet Nam trademark search request information.
TMK-0247,,VN,national,IP Viet Nam Well-Known Trademarks,https://ipvietnam.gov.vn/web/english/well-known-trademarks,,,,,,,portal,,,,,,active,,Official Viet Nam information concerning well-known trademark protection.
TMK-0248,,ASEAN,regional,ASEAN IP Portal,https://www.aseanip.org,,,,,,,search,,,,,,active,,"Regional ASEAN portal for trademark, patent, and design information."
TMK-0249,,ASEAN,regional,ASEAN IP Office Directory,https://www.aseanip.org/resources/asean-ip-offices-details,,,,,,,portal,,,,,,active,,Directory of official intellectual-property offices across ASEAN member states.
TMK-0252,,,national,Lao Department of Intellectual Property,https://dip.gov.la,,,,,,,search,,,,,,active,,Official Lao intellectual-property office portal.
TMK-0253,,,national,Myanmar Intellectual Property Department,https://www.ipd.gov.mm,,,,,,,search,,,,,,active,,Official Myanmar intellectual-property department portal.
TMK-0254,,MY,national,Intellectual Property Corporation of Malaysia,https://www.myipo.gov.my,,,,,,,search,,,,,,active,,Official Malaysian intellectual-property office portal.
TMK-0256,,KR,national,Korea KIPRIS Trademark Search,https://eng.kipris.or.kr/enghome/main.jsp,,,,,,,search,,,,,,active,,Official Korean intellectual-property search service including trademarks.
TMK-0257,,KR,national,Korean Intellectual Property Office,https://www.kipo.go.kr/en,,,,,,,search,,,,,,active,,Official Korean intellectual-property office portal.
TMK-0259,,JP,national,Japan Patent Office Trademarks,https://www.jpo.go.jp/e/system/trademark/index.html,,,,,,,search,,,,,,active,,Official Japan Patent Office trademark information and procedures.
TMK-0260,,TW,national,Taiwan TIPO Trademark Search,https://cloud.tipo.gov.tw/S282/S282WV1,,,,,,,search,,,,,,active,,Official Taiwan trademark search system.
TMK-0262,,CN,national,CNIPA Trademark Online Services,https://sbj.cnipa.gov.cn,,,,,,,portal,,,,,,active,,Official CNIPA trademark filing and services.
TMK-0264,,HK,national,Hong Kong IPD e-Search,https://esearch.ipd.gov.hk,,,,,,,search,,,,,,active,,Official Hong Kong trademark search.
TMK-0265,,HK,national,Hong Kong Intellectual Property Department,https://www.ipd.gov.hk,,,,,,,search,,,,,,active,,Official Hong Kong IP office.
TMK-0266,,,national,Macao Economic and Technological Development Bureau IP,https://www.dsedt.gov.mo,,,,,,,search,,,,,,active,,Official Macao trademark authority.
TMK-0268,,IN,national,IP India e-Register,https://ipindiaonline.gov.in/eregister/eregister.aspx,,,,,,,portal,,,,,,active,,Official Indian trademark register.
TMK-0269,,IN,national,IP India Journal,,,,https://search.ipindia.gov.in/IPOJournal/Journal/Trademark,,,,gazette,,,,,,active,,Official Indian trademark journal.
TMK-0270,,IN,national,IP India,https://ipindia.gov.in,,,,,,,search,,,,,,active,,"Official Controller General of Patents, Designs & Trade Marks."
TMK-0271,,,national,IPO Pakistan,https://ipo.gov.pk,,,,,,,search,,,,,,active,,Official Pakistan IP Organization.
TMK-0272,,,national,IPO Pakistan Trademark Search,https://ipo.gov.pk/trademark,,,,,,,search,,,,,,active,,Pakistan trademark services.
TMK-0273,,,national,DPDT Bangladesh,https://dpdt.gov.bd,,,,,,,search,,,,,,active,,"Bangladesh Department of Patents, Designs and Trademarks."
TMK-0274,,,national,NIPO Sri Lanka,https://www.nipo.gov.lk,,,,,,,search,,,,,,active,,Sri Lanka National Intellectual Property Office.
TMK-0275,,,national,Department of Industry Nepal IP,https://doind.gov.np,,,,,,,search,,,,,,active,,Nepal trademark administration.
TMK-0276,,,national,Bhutan Intellectual Property Division,https://www.moice.gov.bt,,,,,,,search,,,,,,active,,Bhutan IP services.
TMK-0277,,,national,Maldives Ministry of Economic Development IP,https://trade.gov.mv,,,,,,,search,,,,,,active,,Maldives trademark services.
TMK-0278,,,national,Kazakhstan National Institute of Intellectual Property,https://kazpatent.kz,,,,,,,search,,,,,,active,,Kazakhstan IP office.
TMK-0279,,,national,Kyrgyzpatent,https://patent.kg,,,,,,,search,,,,,,active,,Kyrgyz Republic IP office.
TMK-0280,,,national,Uzbek Intellectual Property Agency,https://ima.uz,,,,,,,search,,,,,,active,,Uzbekistan IP authority.
TMK-0281,,,national,Tajikistan National Patent Information Center,https://ncpi.tj,,,,,,,search,,,,,,active,,Tajikistan IP office.
TMK-0282,,,national,Turkmenpatent,https://turkmenpatent.gov.tm,,,,,,,search,,,,,,active,,Turkmenistan IP office.
TMK-0283,,,national,Azerbaijan Intellectual Property Agency,https://copat.gov.az,,,,,,,search,,,,,,active,,Azerbaijan IP office.
TMK-0284,,,national,Armenian Intellectual Property Office,https://www.aipa.am,,,,,,,search,,,,,,active,,Armenia IP office.
TMK-0286,,,national,Mongolian Intellectual Property Office,https://www.ipom.mn,,,,,,,search,,,,,,active,,Mongolia IP office.
TMK-0287,,TW,national,Taiwan TIPO,https://www.tipo.gov.tw/en,,,,,,,search,,,,,,active,,Taiwan Intellectual Property Office.
TMK-0288,,TW,national,Taiwan TIPO Trademark Search,https://twtmsearch.tipo.gov.tw,,,,,,,search,,,,,,active,,Taiwan trademark database.
TMK-0289,,EU,regional,ASEAN TMview,https://www.asean-tmview.org,,,,,,,search,,,,,,active,,ASEAN trademark search portal.
TMK-0292,,ARIPO,regional,ARIPO e-Services,https://eservice.aripo.org,,,,,,,portal,,,,,,active,,Official ARIPO electronic filing and services.
TMK-0298,,EG,national,Egypt Intellectual Property,https://www.itida.gov.eg,,,,,,,search,,,,,,active,,Official Egyptian IP services portal.
TMK-0301,,,national,Algeria INAPI,,,,,https://www.inapi.org,,,rest_api,,,,,,active,,Official Algerian IP office.
TMK-0302,,,national,Ethiopian Intellectual Property Authority,https://www.eipa.gov.et,,,,,,,search,,,,,,active,,Official Ethiopian IP office.
TMK-0303,,,national,Rwanda Development Board IP,https://rdb.rw,,,,,,,search,,,,,,active,,Official Rwanda IP services.
TMK-0304,,,national,Uganda Registration Services Bureau,https://ursb.go.ug,,,,,,,search,,,,,,active,,Official Uganda trademark registry.
TMK-0305,,,national,Tanzania BRELA,https://www.brela.go.tz,,,,,,,search,,,,,,active,,Official Tanzania business and trademark registry.
TMK-0306,,,national,Zambia PACRA,https://www.pacra.org.zm,,,,,,,search,,,,,,active,,Official Zambia registry.
TMK-0307,,,national,Zimbabwe Companies and IP Office,https://www.cipa.co.zw,,,,,,,search,,,,,,active,,Official Zimbabwe IP office.
TMK-0308,,,national,Botswana CIPA,https://www.cipa.co.bw,,,,,,,search,,,,,,active,,Official Botswana IP office.
TMK-0309,,,national,Namibia BIPA,https://www.bipa.na,,,,,,,search,,,,,,active,,Official Namibia IP office.
TMK-0310,,,national,Mauritius Industrial Property Office,https://foreign.govmu.org,,,,,,,search,,,,,,active,,Official Mauritius industrial property services.
TMK-0311,,,national,Seychelles IP Office,https://www.egov.sc,,,,,,,search,,,,,,active,,Official Seychelles IP services.
TMK-0312,,,national,Mozambique IPI,https://www.ipi.gov.mz,,,,,,,search,,,,,,active,,Official Mozambique IP institute.
TMK-0313,,,national,Angola IAPI,,,,,https://www.iapi.ao,,,rest_api,,,,,,active,,Official Angola industrial property institute.
TMK-0314,,,national,Malawi Registrar General,https://www.registrargeneral.gov.mw,,,,,,,search,,,,,,active,,Official Malawi trademark services.
TMK-0315,,,national,Lesotho Registrar General,https://www.gov.ls,,,,,,,search,,,,,,active,,Official Lesotho registry.
TMK-0316,,,national,Eswatini Registrar General,https://www.gov.sz,,,,,,,search,,,,,,active,,Official Eswatini trademark services.
TMK-0317,,,national,Madagascar OMAPI,,,,,https://www.omapi.mg,,,rest_api,,,,,,active,,Official Madagascar IP office.
TMK-0318,,,national,Sudan IP Office,https://moj.gov.sd,,,,,,,search,,,,,,active,,Official Sudan trademark authority.
